datetime,EOS-USD_open,EOS-USD_close,LINK-USD_open,LINK-USD_close,coint_p_value,coint_t_check,z_score,spread,corr,ticker_1_rets,ticker_2_rets,scaler,spread_rets,EOS-USD_range,LINK-USD_range,EOS-USD_volatility,LINK-USD_volatility,spread_volatility
2022-03-26T21:00:00.000Z,2.501,2.495,15.776,15.776,0.8407159634029913,False,0.07605701007249391,0.11931236826140124,0.9186127904714969,-0.002399040383846418,0.00012679092177014795,0.4411170721381688,0.0003492283457882106,0.009999999999999787,0.08499999999999908,0.008034745973528119,0.09415420482229156,0.011060288677194
2022-03-26T22:00:00.000Z,2.497,2.498,15.779,15.748,0.8342973779939036,False,-0.4043360268983932,0.1125400836925814,0.9186130838717014,0.0012024048096193063,-0.001774847870182561,0.43530271094034617,-0.013180993357703064,0.008999999999999897,0.06400000000000006,0.007977050415743696,0.09027808888837306,0.011075871559550386
2022-03-26T23:00:00.000Z,2.501,2.513,15.727,15.822,0.8360523827024906,False,0.3028778270450571,0.11929501441427304,0.9186049299092824,0.0060048038430742245,0.004699009398018816,0.44110217295099646,0.01332282539229368,0.0129999999999999,0.15899999999999892,0.008761115388986128,0.08248128214792358,0.00964983405535299
2022-03-27T00:00:00.000Z,2.514,2.524,15.846,15.935,0.8443556228624007,False,0.7523023651603942,0.12264877503223781,0.9186646196570367,0.004377238360525393,0.007141954240930337,0.4439815521923325,0.00652769226248151,0.021999999999999797,0.14100000000000001,0.01073911408965199,0.0896127648220436,0.008531919963681339
2022-03-27T01:00:00.000Z,2.527,2.534,15.95,16.017,0.8368302611179277,False,0.20862947743559757,0.11614056938674144,0.9188492200448101,0.003961965134706702,0.0051459052400375516,0.43839391658900184,-0.012585287779952825,0.018000000000000238,0.12399999999999878,0.01340202543335441,0.10465394220501531,0.007980239278777364
2022-03-27T02:00:00.000Z,2.534,2.526,16.015,16.082,0.8368261609176342,False,0.0055505739046862405,0.11330304677493297,0.9190634627565274,-0.0031570639305446013,0.0040581881750640925,0.4359577547289401,-0.005557015660747955,0.016000000000000014,0.09800000000000075,0.014705684032343999,0.12353364685285052,0.007669250106343927
2022-03-27T03:00:00.000Z,2.524,2.525,16.068,16.023,0.7839930821284085,False,-1.609647171496945,0.09509147654765071,0.9193207056397328,-0.00039588281868563335,-0.0036686979231439487,0.4203221673278359,-0.03586491404614589,0.015000000000000124,0.09499999999999886,0.015447761434438656,0.13309019498070748,0.008684635351416743
2022-03-27T04:00:00.000Z,2.525,2.526,16.059,16.116,0.7797099058043586,False,-0.9234116733408941,0.10260485491313975,0.9195667092466091,0.0003960396039603964,0.00580415652499533,0.4267727963864539,0.015346868569001026,0.014000000000000234,0.20599999999999952,0.016350331291302037,0.14901061004091107,0.008814817989882167
2022-03-27T05:00:00.000Z,2.529,2.548,16.095,16.098,0.7485856957670398,False,-1.9379957198467455,0.08915935617743376,0.9198041048559201,0.008709422011084822,-0.0011169024571854314,0.4152291311225641,-0.02704873731791635,0.02300000000000013,0.03399999999999892,0.019144562823848563,0.16116944647231635,0.010189441447473685
2022-03-27T06:00:00.000Z,2.551,2.55,16.106,16.148,0.7699636966621052,False,0.28482314286834876,0.11341308718847465,0.9200447413131624,0.0007849293563577664,0.003105975897627067,0.4360522301905347,0.050148454208103654,0.02499999999999991,0.05999999999999872,0.021558005915427746,0.1754627894346624,0.01006548583716794
